"sim17_repl1_input","sim17_repl1_high","sim17_repl1_med","sim17_repl1_low","sim17_repl2_input","sim17_repl2_high","sim17_repl2_med","sim17_repl2_low"
1,2,0,0,55,50,63,5
33,34,41,57,21,27,28,80
78,72,90,33,0,4,1,2
0,0,0,0,45,45,44,3
38,40,56,61,1,0,0,2
14,15,19,14,0,0,0,0
49,38,48,24,0,0,0,0
0,0,0,0,22,12,18,6
15,18,18,6,29,28,39,19
2,2,5,7,3,4,11,1
41,46,49,10,0,0,0,0
3,4,2,5,38,54,21,80
13,7,7,6,45,39,31,37
40,32,29,6,15,21,20,30
16,24,16,47,10,5,8,7
9,10,12,29,1,4,4,1
45,65,45,87,3,6,0,3
30,14,28,31,0,0,0,0
4,6,7,7,7,3,3,2
17,21,9,11,33,48,60,47
22,19,25,29,1,0,3,1
1,0,0,0,15,12,13,18
15,19,16,9,41,38,44,12
29,10,26,17,0,2,0,2
0,0,0,0,3,0,4,1
2,0,2,1,16,11,21,6
17,17,21,11,5,9,10,23
33,20,27,21,18,21,23,30
0,1,0,3,32,29,23,4
0,0,0,0,2,2,3,2
27,29,28,7,12,5,4,1
0,0,0,0,46,31,37,7
12,11,9,28,5,10,5,3
8,7,6,24,13,9,9,21
18,18,11,17,44,40,26,43
2,3,4,3,15,14,14,16
15,11,16,12,25,15,16,15
0,1,0,0,0,1,1,0
4,2,1,6,7,0,1,0
0,0,1,0,8,2,10,4
35,26,37,30,19,16,17,3
2,5,1,0,0,0,0,0
6,11,13,5,20,17,17,18
0,0,0,0,8,5,3,2
0,0,0,0,7,17,13,26
25,26,31,8,1,4,0,0
4,4,2,5,2,0,1,2
47,43,50,34,12,9,8,6
11,12,11,18,95,64,111,112
0,0,0,2,22,12,9,38
0,0,0,1,0,1,1,0
4,3,4,2,61,57,56,44
0,2,2,1,23,35,21,21
0,0,0,0,0,0,0,0
0,0,0,0,36,43,21,59
27,41,30,52,27,33,23,18
0,0,1,0,15,17,14,4
12,15,16,3,4,10,8,2
3,3,3,1,2,3,4,1
8,11,8,6,0,0,0,0
11,11,5,26,0,0,0,0
0,0,0,2,5,11,6,6
2,1,3,2,17,15,17,41
37,22,45,47,84,78,87,79
92,76,87,89,31,23,39,15
10,4,14,20,0,0,0,0
0,0,0,0,3,3,11,3
7,8,12,5,0,0,0,0
0,0,0,0,2,2,3,0
35,30,30,38,4,2,1,1
0,0,0,0,0,0,0,0
102,108,81,79,12,5,5,11
0,0,0,0,0,0,1,0
16,22,10,9,0,0,0,0
39,35,41,33,2,0,0,0
3,3,4,0,7,9,9,6
44,39,36,52,31,38,30,5
0,0,0,0,0,1,2,1
0,0,0,0,1,1,1,0
12,20,14,26,2,2,5,2
19,24,14,29,6,0,5,5
0,0,0,0,14,18,16,7
1,3,0,2,0,0,0,0
43,32,30,94,11,9,11,2
33,34,33,26,21,27,22,28
8,8,7,2,1,1,1,0
0,1,0,0,28,26,18,21
20,18,33,52,3,5,5,0
28,21,41,18,5,7,3,11
49,39,47,10,0,0,0,0
14,23,19,3,6,1,2,0
0,5,1,7,1,0,0,2
22,14,17,16,11,16,22,27
24,19,23,10,8,11,9,7
0,0,0,0,8,4,7,8
0,0,0,0,16,14,25,10
67,66,80,22,19,20,18,2
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
3,1,3,4,2,2,5,4
62,56,55,102,52,91,69,18
24,35,26,11,84,73,49,183
10,11,5,35,0,0,0,0
20,17,31,38,24,12,20,41
0,0,0,0,32,41,26,12
14,17,7,1,0,0,0,0
14,12,9,2,0,0,0,0
0,0,0,0,5,3,3,2
1,0,0,0,70,80,67,122
9,9,8,6,13,12,5,10
0,0,0,0,2,3,2,0
6,10,4,2,57,68,58,27
5,4,13,24,4,7,3,3
14,11,17,7,53,56,64,41
1,4,4,4,1,0,0,0
24,21,25,19,36,22,38,21
45,47,48,59,0,1,0,1
39,37,54,59,3,5,1,5
10,7,9,6,35,30,28,8
26,20,28,31,7,15,11,10
1,1,0,0,5,4,11,0
10,4,9,0,2,1,2,2
17,29,17,21,14,9,9,25
99,80,123,106,0,0,0,0
0,0,0,0,17,8,11,1
28,23,24,10,17,12,8,23
3,2,5,4,0,0,0,0
10,16,7,26,4,11,15,2
9,4,8,14,28,26,33,126
31,32,17,0,26,24,21,29
1,3,1,5,0,0,0,0
35,31,28,41,0,0,0,0
42,52,33,18,0,3,1,1
2,1,2,0,7,15,4,4
56,52,55,20,19,15,17,4
3,1,2,0,15,21,11,9
6,15,13,11,4,4,5,2
34,60,28,71,0,0,0,0
0,0,0,0,14,18,14,22
3,3,5,4,57,59,79,38
1,0,0,0,41,54,32,60
0,3,0,1,0,0,0,0
0,0,0,0,9,9,12,14
12,2,11,12,8,12,10,8
20,16,20,25,4,11,3,18
35,47,41,18,2,5,6,3
6,5,8,14,0,0,0,0
1,0,1,0,55,43,42,22
6,2,2,1,15,26,24,41
6,2,0,0,5,3,6,1
2,1,2,0,5,0,3,0
7,9,9,0,8,12,14,2
12,9,7,5,0,0,0,0
1,0,1,0,0,1,0,0
0,3,1,0,29,25,33,12
7,22,12,9,32,26,28,95
1,0,0,0,38,26,34,25
9,2,6,4,3,4,4,1
9,6,8,2,27,31,29,16
36,32,30,32,7,9,7,4
32,48,39,51,0,0,0,0
30,25,31,85,0,0,0,0
61,64,60,16,25,35,29,34
0,0,0,0,1,3,3,5
8,14,4,0,50,56,60,20
11,6,16,26,14,16,18,7
0,0,0,0,3,4,9,10
7,8,4,10,7,8,10,13
83,125,60,43,0,0,0,0
3,10,3,11,37,30,45,18
42,38,42,47,16,6,6,3
10,5,4,3,59,61,52,112
31,39,46,24,6,9,9,1
12,14,21,1,3,14,9,7
1,0,1,0,0,0,0,0
0,0,0,0,17,13,10,24
23,22,43,13,1,2,2,4
43,49,29,11,13,14,16,1
5,9,10,0,8,6,8,2
80,118,88,112,34,45,28,57
0,0,0,0,62,70,60,64
31,8,14,82,17,9,15,3
4,4,1,1,10,19,8,0
8,13,6,20,40,27,43,23
1,1,0,0,0,2,0,0
0,1,0,1,0,0,0,0
0,0,0,0,7,9,6,12
0,0,0,0,18,16,26,8
0,0,0,0,2,3,0,1
37,30,28,7,0,0,0,0
0,0,0,0,3,3,2,1
12,18,21,63,22,17,21,18
1,10,7,1,2,2,2,0
27,25,13,2,21,21,35,6
61,49,49,12,17,15,11,5
37,46,40,61,0,0,0,0
39,35,38,44,0,0,3,5
8,17,16,8,17,25,32,54
13,19,13,3,0,1,1,0
23,43,24,33,0,1,0,0
0,0,0,0,0,0,2,1
33,19,40,14,0,0,0,0
8,8,8,3,9,8,6,3
1,0,0,1,2,2,2,1
3,3,4,8,44,38,33,64
5,5,12,0,6,15,5,15
2,1,1,4,20,18,20,24
7,7,6,2,2,0,2,2
86,102,60,15,12,20,16,6
0,0,0,0,10,7,13,24
5,2,5,4,20,12,10,0
13,11,15,29,87,106,74,78
11,16,10,7,20,10,16,3
5,3,4,3,0,0,0,0
36,37,30,36,0,0,0,0
12,15,16,2,13,16,9,6
63,74,44,28,0,0,0,1
42,40,56,129,2,1,4,5
14,13,7,7,4,2,4,1
3,4,8,3,0,0,0,0
9,10,14,10,2,2,0,1
0,2,1,1,11,6,8,9
0,0,0,0,0,0,0,0
8,15,3,10,1,1,3,7
15,9,8,8,2,2,2,0
25,35,22,2,0,1,0,0
10,9,9,0,2,1,2,1
90,113,119,34,0,0,0,0
10,7,19,27,19,19,12,10
10,9,11,3,42,55,39,89
9,7,6,30,31,55,59,40
4,1,5,3,4,4,2,8
0,0,0,0,11,11,7,6
16,25,15,7,0,0,0,0
19,25,13,25,4,2,4,1
8,3,7,2,5,2,4,3
0,0,0,0,19,21,14,4
0,0,0,0,5,6,9,2
0,0,0,0,1,1,3,10
0,0,0,1,22,15,10,50
10,8,10,0,48,50,46,40
5,4,2,7,33,31,29,27
80,90,81,27,62,54,64,11
6,12,10,3,3,3,7,11
0,0,0,0,6,6,15,3
8,2,2,11,1,1,0,0
25,33,21,29,9,9,13,11
3,8,4,0,19,12,12,10
0,0,0,0,0,0,0,0
2,2,3,0,45,38,40,64
13,17,16,9,24,40,24,34
65,91,40,152,1,1,3,0
22,14,20,16,8,11,7,8
17,17,21,25,0,0,0,0
21,20,25,15,3,6,3,1
8,9,11,28,50,53,52,54
5,6,6,0,3,2,1,1
0,0,0,0,10,8,10,2
8,11,10,7,6,6,2,2
3,8,6,5,16,16,10,6
55,28,60,85,28,22,14,12
7,10,11,9,16,21,20,22
5,3,3,20,27,36,27,11
15,15,19,14,5,6,6,2
11,7,3,1,13,19,19,43
0,1,0,0,13,28,16,18
29,23,24,0,38,51,56,22
0,1,0,1,9,10,4,11
19,15,9,7,6,2,4,1
16,9,7,43,4,6,9,7
0,0,0,0,4,6,6,3
37,18,32,28,5,1,1,3
33,23,11,7,0,0,1,0
1,2,2,1,1,0,2,0
0,0,0,0,1,2,1,0
8,9,9,2,6,9,7,50
34,41,49,47,4,5,6,6
30,21,37,8,0,1,0,0
0,0,0,0,2,0,0,0
3,3,4,4,19,9,13,17
5,2,8,1,5,8,2,3
5,3,7,8,1,5,5,5
7,11,21,1,0,4,4,2
0,1,0,0,2,0,3,1
15,31,14,18,2,0,0,1
39,54,39,77,3,0,0,1
0,0,0,0,7,11,14,9
3,4,3,5,1,0,1,0
32,18,28,7,6,5,6,3
16,12,10,17,11,14,16,14
18,22,23,21,4,0,4,5
15,8,17,4,0,0,0,0
21,21,32,12,0,0,0,0
41,37,27,19,0,0,0,0
0,0,0,0,33,34,47,11
22,22,21,18,38,37,34,15
60,57,77,35,61,58,67,18
18,20,8,8,14,10,19,2
2,3,2,1,9,14,19,7
9,12,19,12,12,10,12,18
0,0,0,0,3,4,6,1
10,11,9,2,15,33,21,30
4,2,9,3,14,7,8,13
24,14,26,11,2,0,0,0
0,0,1,0,32,30,30,14
4,3,8,13,1,3,2,1
133,153,136,131,53,41,61,57
1,0,0,1,0,0,1,0
3,0,2,6,6,9,16,10
31,15,29,11,35,60,38,33
5,3,4,1,5,3,1,1
0,0,0,0,11,9,10,1
28,35,23,25,0,0,0,0
4,5,8,11,108,78,84,15
56,47,57,17,15,7,10,8
2,1,2,1,17,23,14,29
1,2,0,0,3,4,4,5
8,6,4,15,2,3,4,2
1,0,0,0,67,33,64,52
1,0,1,0,21,13,13,29
4,7,6,7,18,11,18,8
4,3,7,5,0,1,3,7
57,39,56,49,5,5,1,7
17,14,18,4,29,27,29,29
21,21,25,30,13,5,12,3
12,5,16,9,0,0,0,0
1,1,1,2,4,1,5,2
0,0,0,0,0,0,0,0
0,1,4,5,3,2,4,1
27,23,26,15,17,11,10,22
0,0,1,2,14,14,16,26
8,10,6,4,7,12,14,33
0,1,2,2,8,10,6,15
3,0,0,1,1,0,0,1
7,6,7,9,17,20,8,16
51,45,67,6,0,0,0,0
0,0,2,3,2,0,0,4
4,2,2,0,2,4,2,1
39,39,38,12,8,21,19,9
0,1,0,1,3,7,12,1
46,36,36,56,1,2,0,1
6,4,1,19,0,0,0,0
11,7,11,4,1,1,0,4
0,0,0,0,0,1,1,0
18,16,17,20,6,7,3,1
18,19,18,34,2,1,0,0
28,45,30,17,47,64,44,80
1,1,1,0,0,0,1,0
0,0,0,0,5,9,3,0
11,24,13,8,8,10,17,40
0,1,1,2,34,38,26,31
31,25,32,8,28,25,21,21
10,22,8,5,19,17,18,48
4,4,4,0,1,0,2,0
17,20,27,8,2,6,6,3
1,1,1,2,12,23,21,52
0,0,0,0,25,31,20,4
1,5,5,0,28,22,28,13
8,6,4,0,0,0,0,0
27,26,27,14,39,42,29,58
75,95,70,77,26,32,29,22
64,59,70,159,2,3,0,0
7,12,7,13,7,3,3,3
20,16,22,21,44,51,48,67
40,47,41,18,26,34,27,14
18,21,14,7,77,98,91,94
3,1,4,1,0,0,0,0
25,23,15,4,31,33,16,23
9,7,10,3,0,0,0,0
50,49,30,11,64,49,99,80
26,21,25,53,118,114,108,135
1,3,1,0,13,14,13,37
65,51,54,44,0,0,0,0
4,2,2,1,0,0,0,0
4,4,6,6,7,5,9,4
110,108,96,143,4,1,3,3
25,13,18,11,18,17,5,18
15,25,8,14,0,0,0,0
11,8,17,18,19,22,31,21
1,0,0,0,1,6,1,3
5,10,13,1,10,8,5,24
4,7,2,0,65,67,53,6
54,34,73,25,23,21,14,38
36,36,30,3,0,1,0,6
3,0,0,1,15,14,10,10
10,12,9,6,0,0,0,0
0,0,0,0,3,3,0,0
0,0,0,0,0,0,1,1
17,24,22,10,54,58,50,138
0,1,0,0,31,27,32,32
12,10,10,6,0,0,1,0
9,9,5,11,0,0,0,0
52,55,37,18,4,2,3,3
39,34,32,44,37,35,20,12
1,6,1,4,0,0,0,0
1,1,2,1,35,29,20,54
36,39,27,11,8,13,25,10
16,20,19,18,47,54,45,57
4,3,5,2,0,0,0,1
0,0,0,0,6,9,7,6
9,9,11,9,54,39,46,14
3,7,2,1,70,79,56,86
47,46,44,81,8,19,8,1
2,4,2,4,7,10,10,13
8,2,6,1,18,13,5,31
17,11,19,26,4,3,3,1
27,31,42,66,2,1,1,1
4,3,7,5,0,0,0,0
15,20,24,17,3,6,5,2
5,6,2,6,7,8,6,16
0,0,0,0,15,9,13,24
45,39,38,58,4,2,4,6
24,24,26,5,47,47,35,60
2,1,2,1,11,14,15,9
27,31,31,44,0,0,0,0
0,0,0,0,19,8,20,24
13,4,5,1,55,54,50,55
0,0,0,0,10,22,23,14
0,1,0,1,4,3,3,0
47,56,59,35,9,7,16,5
26,19,23,33,65,73,78,78
3,2,4,1,38,40,43,14
66,50,49,76,0,0,0,0
0,0,0,0,0,0,0,0
69,57,57,58,3,5,6,0
36,36,39,33,0,0,0,0
22,13,23,45,11,14,11,2
7,8,12,16,31,27,29,20
16,9,22,6,0,0,0,0
5,0,2,0,15,12,15,10
30,31,24,13,10,9,13,6
20,14,18,10,44,47,39,70
42,37,31,23,0,1,1,0
3,1,0,0,50,36,52,98
136,138,125,63,0,0,0,0
56,61,59,67,31,23,35,19
0,0,0,0,55,58,64,25
7,10,8,10,0,0,0,0
7,4,9,12,0,0,0,0
5,7,8,5,0,0,0,0
12,12,12,4,30,23,26,16
76,60,69,31,0,0,0,0
5,5,6,2,15,18,24,16
0,0,0,0,6,1,6,7
15,23,17,10,11,18,18,7
1,0,0,1,3,1,4,6
0,0,0,0,20,8,14,4
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,5,10,11,3
16,9,20,34,19,21,25,36
65,59,70,81,13,13,18,18
40,36,38,94,1,2,0,2
7,3,9,5,4,6,3,3
0,0,1,1,1,1,0,1
45,56,53,5,73,104,80,44
6,7,8,3,0,0,0,0
3,3,1,2,0,0,0,0
15,16,20,5,0,1,0,1
0,0,0,0,74,55,74,15
2,7,6,0,0,0,0,0
1,4,2,0,3,4,0,2
0,0,0,0,0,0,2,0
4,8,3,4,0,0,0,0
5,4,4,2,9,27,11,11
166,160,170,154,0,3,1,1
10,18,9,13,42,62,45,13
0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
68,71,85,51,0,0,0,0
0,0,0,0,0,0,0,0
52,43,38,12,5,10,12,17
9,8,6,12,48,35,34,46
12,10,15,6,12,4,9,2
0,0,0,0,82,76,84,12
13,30,21,12,3,2,1,2
4,15,12,0,8,12,4,5
3,6,2,1,3,5,6,0
12,8,3,6,11,17,14,19
5,4,3,4,116,101,110,35
58,41,70,9,48,40,59,34
0,0,0,0,19,18,22,19
20,15,10,7,31,28,36,20
10,7,12,25,22,15,32,38
0,2,1,3,57,54,52,38
28,28,22,52,7,3,1,4
25,17,25,28,43,40,30,49
0,0,0,0,63,77,79,42
22,18,17,17,17,17,19,12
33,29,51,3,0,0,0,0
6,3,2,2,0,0,0,0
0,5,2,1,20,23,33,29
6,7,15,1,0,0,0,0
1,1,2,1,1,2,3,0
0,0,2,1,21,13,16,5
0,0,0,0,23,27,18,14
5,13,13,5,14,16,13,4
4,6,4,5,1,7,3,6
16,18,10,18,116,88,79,137
0,0,0,0,1,4,4,7
116,129,93,62,0,0,0,0
5,2,4,2,5,4,6,8
6,10,5,3,2,5,0,4
3,2,2,3,6,9,3,4
1,1,9,1,10,8,7,5
5,2,4,19,2,1,1,1
4,3,4,4,29,37,41,23
27,19,19,46,0,0,0,0
69,75,43,40,5,7,8,13
16,11,6,19,13,20,21,12
2,5,5,10,37,27,43,31
0,0,0,0,56,39,35,15
8,10,21,9,8,7,15,33
51,48,41,3,5,6,6,2
0,0,1,0,10,10,16,9
6,5,3,2,0,0,0,0
27,24,14,45,17,14,14,14
0,1,1,5,51,65,48,53
0,3,1,3,8,6,9,3
0,0,0,0,1,5,1,1
3,4,4,1,18,25,12,25
12,13,10,3,8,9,2,8
55,51,52,6,2,5,1,2
9,5,11,26,2,2,1,3
0,0,0,0,0,0,0,0
1,3,1,2,10,13,17,9
0,5,6,1,21,22,24,24
11,16,20,28,0,0,0,0
0,0,0,0,0,0,0,0
24,20,28,33,60,47,49,37
4,2,6,1,0,0,0,0
5,2,2,2,2,1,2,2
11,8,3,34,3,10,5,1
31,27,28,39,6,3,5,15
4,3,2,1,52,38,50,54
37,27,30,46,52,45,43,50
0,0,0,0,0,2,2,0
3,2,0,4,5,13,10,24
4,0,3,1,19,13,26,20
9,6,14,2,4,1,2,1
1,2,1,0,0,0,0,0
32,14,40,38,38,53,35,107
12,3,5,1,1,3,3,3
0,0,0,0,14,7,7,0
10,20,7,1,13,11,11,2
1,0,0,0,29,35,24,10
0,1,0,0,50,40,62,48
15,17,15,11,4,3,3,4
13,12,7,15,29,28,26,58
2,0,0,0,3,1,0,6
12,16,12,0,1,1,2,1
11,25,24,4,7,15,6,9
6,5,5,2,7,4,4,11
8,14,9,5,0,0,0,0
12,7,18,3,0,0,0,0
42,29,34,38,4,9,6,9
8,11,9,9,1,6,5,2
64,59,58,42,18,18,21,31
26,41,34,31,51,42,70,7
0,0,0,0,6,13,11,1
0,0,0,0,0,0,0,1
5,3,2,10,49,51,40,59
15,32,21,4,43,41,59,58
14,19,21,19,0,1,0,0
11,14,6,4,0,0,0,0
3,4,4,1,3,5,9,6
5,14,4,4,34,39,35,32
0,0,1,0,0,0,0,0
1,1,1,6,6,11,11,4
37,55,39,30,0,0,0,0
1,1,1,4,0,0,0,4
5,9,7,0,1,0,0,5
9,17,11,2,59,37,74,134
1,6,1,0,0,0,0,0
54,62,53,5,7,8,14,12
46,57,50,26,166,130,179,188
10,9,9,10,0,0,0,0
3,0,3,1,4,2,2,2
2,2,2,0,0,0,0,0
59,58,53,61,15,29,21,15
7,9,10,18,22,23,21,71
4,3,3,3,21,31,17,10
2,1,3,5,0,0,0,0
2,2,5,0,22,26,23,41
33,63,22,16,44,35,34,25
12,6,9,1,21,16,18,12
8,5,8,5,8,8,10,6
0,0,0,0,0,0,0,0
1,0,3,2,35,33,39,57
12,9,8,4,0,1,0,4
29,28,38,29,9,8,5,5
6,7,5,3,41,30,37,16
4,1,2,0,0,0,0,0
0,0,0,0,1,0,0,0
4,4,7,3,6,2,5,5
10,10,13,6,76,80,70,82
20,10,12,17,25,44,22,29
19,18,12,32,26,21,23,15
3,8,4,12,0,0,0,0
1,1,2,1,0,0,0,0
0,0,0,0,2,2,1,0
25,23,29,50,22,21,29,0
3,7,8,3,11,11,12,23
0,0,0,0,19,12,16,7
32,27,37,35,56,43,55,42
2,1,4,0,7,4,12,3
36,31,37,14,1,0,0,0
3,2,5,4,0,0,0,0
2,4,0,9,1,2,2,3
0,1,3,3,21,42,35,45
0,0,2,2,44,34,39,8
29,25,28,8,4,3,7,12
85,88,92,107,2,2,2,2
12,6,13,13,66,74,62,78
10,7,5,7,9,7,8,21
37,43,26,16,7,14,13,6
30,35,24,21,22,25,29,41
5,4,2,2,41,54,36,47
1,4,5,0,65,49,57,101
4,2,0,5,5,6,4,3
10,15,6,0,12,6,21,6
20,25,23,4,8,9,13,16
28,18,25,12,7,15,10,4
0,0,1,3,14,10,8,7
11,16,20,7,0,0,0,0
3,4,3,0,36,56,43,17
2,0,1,0,0,0,0,0
1,3,2,2,56,50,43,12
19,22,29,17,1,1,0,0
11,8,8,9,1,1,0,1
4,6,8,1,4,8,1,0
11,17,16,6,14,17,13,3
17,13,13,38,11,15,10,6
2,4,4,4,2,1,0,0
2,3,4,0,7,7,7,7
2,0,3,3,0,0,0,0
62,58,57,101,4,8,5,8
92,110,67,127,29,23,21,75
18,32,16,4,0,0,0,0
18,24,28,2,16,13,20,10
50,31,40,44,0,0,0,0
27,43,24,3,7,5,7,2
17,19,9,1,0,0,0,0
0,0,0,0,0,0,0,0
15,16,29,16,75,78,47,78
0,0,0,0,5,10,17,4
0,0,1,0,27,28,27,3
10,25,20,7,3,1,2,3
18,13,10,8,20,13,26,6
3,3,3,1,70,65,72,193
24,35,27,46,2,1,1,0
24,28,18,18,8,7,8,7
31,20,19,15,3,6,4,5
4,2,4,0,86,98,74,151
0,1,1,1,0,0,0,0
1,0,1,0,6,5,7,8
29,37,29,31,3,9,2,6
30,33,33,8,0,0,0,0
5,7,9,2,0,0,0,0
0,0,0,0,29,39,26,13
44,57,67,11,25,20,30,13
21,25,42,15,19,14,9,34
16,13,12,7,4,3,5,1
7,11,8,0,0,0,0,0
5,3,2,5,17,25,26,46
56,65,54,34,16,10,6,23
15,18,11,7,0,2,1,2
10,12,15,13,35,33,31,51
4,13,11,7,15,18,20,2
0,0,0,0,0,0,0,0
0,0,0,0,3,5,2,0
24,24,25,41,1,1,0,0
6,1,4,1,1,9,7,5
103,90,92,26,0,0,0,0
0,0,0,0,88,93,90,56
3,6,8,8,0,0,0,0
22,21,30,14,10,15,13,18
40,28,29,64,4,2,1,3
10,12,15,21,3,8,10,0
19,28,27,18,41,40,38,73
1,3,4,2,68,110,43,30
24,32,27,71,5,4,3,0
8,4,5,12,17,15,26,15
0,0,0,0,12,12,9,2
0,2,1,0,13,12,8,7
15,11,15,5,20,20,13,16
5,4,6,1,11,7,9,5
0,1,0,0,2,3,3,1
33,38,40,41,4,3,5,6
21,24,24,34,0,0,0,0
0,0,0,0,1,5,4,0
0,0,0,0,0,0,0,0
0,0,2,1,3,0,2,1
0,0,0,0,0,0,0,0
20,22,15,8,4,6,7,0
4,2,6,8,0,0,2,0
2,0,1,3,0,0,0,0
19,22,22,74,5,9,8,2
35,38,20,9,63,58,57,181
32,20,23,25,4,3,3,7
0,0,0,0,0,1,1,0
8,8,4,6,0,0,0,0
41,42,61,30,33,32,20,27
3,1,6,7,4,5,6,2
2,0,0,0,1,1,1,0
12,15,11,22,4,3,5,3
33,24,24,5,8,7,6,5
17,20,16,20,1,1,2,0
10,12,14,3,0,0,0,0
0,0,0,0,35,40,48,11
0,2,1,0,6,8,12,6
9,6,4,10,24,31,26,34
3,3,6,0,14,17,26,2
22,27,27,4,16,17,19,18
4,3,4,1,0,0,0,0
47,40,38,6,4,7,3,5
2,4,4,1,1,0,0,0
1,0,0,0,66,72,70,29
4,2,6,3,21,24,21,19
1,1,0,0,1,1,2,1
54,47,58,44,1,0,0,1
105,92,99,217,42,41,31,7
34,29,42,36,2,1,3,2
37,31,28,24,35,20,35,3
0,0,0,0,0,1,1,1
34,28,25,15,0,0,0,0
38,44,51,28,3,0,2,1
2,2,1,0,2,3,1,0
15,15,13,0,5,5,6,2
0,0,0,0,9,10,10,3
3,0,1,0,6,3,6,2
4,3,2,0,3,5,5,5
12,8,10,5,53,44,44,83
8,7,4,14,7,5,5,4
7,12,7,4,7,9,15,14
1,0,0,1,3,3,2,4
0,2,1,1,1,1,1,2
26,37,27,21,0,0,1,4
5,7,6,2,15,11,13,9
3,3,1,15,53,70,63,36
9,9,10,0,42,32,33,99
4,0,1,0,0,0,0,0
0,0,1,1,63,55,80,3
1,2,2,1,5,3,3,1
22,23,24,24,10,28,25,6
10,5,13,8,0,1,1,0
42,50,38,90,30,41,31,69
0,0,0,0,0,0,0,0
1,2,0,2,8,7,7,10
0,0,0,0,7,12,9,17
0,0,0,0,21,28,21,19
25,26,32,22,0,1,5,1
10,2,14,20,4,9,2,3
17,29,18,40,80,79,83,41
38,33,40,36,23,21,23,2
0,1,0,1,2,13,8,18
58,61,55,31,4,8,8,2
37,31,44,14,5,8,7,10
2,5,2,9,41,22,39,9
16,16,17,13,39,37,36,19
0,0,0,0,6,8,12,23
2,0,2,0,13,12,11,13
13,13,13,14,2,3,1,4
0,0,2,1,7,4,8,1
16,12,5,3,3,2,1,0
36,31,50,37,1,0,0,2
2,1,0,0,46,45,40,51
53,37,73,41,35,26,34,13
0,0,0,0,0,0,0,0
81,74,64,33,0,0,0,0
1,3,7,2,0,0,0,0
1,0,1,1,10,14,10,14
38,51,54,58,13,5,6,8
4,5,5,6,41,56,41,109
33,24,50,12,64,42,51,33
1,0,3,0,47,28,63,19
0,0,0,0,5,5,13,6
0,0,0,0,11,7,7,23
3,0,3,4,8,15,15,23
7,7,4,7,8,17,22,16
9,8,7,24,0,0,0,1
59,63,55,22,2,13,10,1
9,7,4,4,34,26,17,19
1,5,5,5,12,12,10,24
4,5,3,2,0,4,0,1
8,1,4,3,4,7,4,8
15,18,18,7,4,4,3,1
0,0,0,0,40,57,61,69
0,0,1,2,44,31,41,20
5,5,3,4,22,14,22,11
30,24,35,67,42,54,61,37
0,0,0,0,0,0,0,0
9,4,7,2,2,1,0,0
0,0,0,0,5,6,4,3
2,1,2,0,4,5,3,1
96,83,84,24,0,1,1,2
48,33,43,27,0,0,0,0
12,11,15,7,77,77,91,72
0,0,1,1,13,6,8,6
7,3,5,2,1,1,2,0
0,0,0,0,4,4,7,2
2,1,11,5,0,0,0,0
6,13,14,2,22,16,21,54
22,18,27,18,34,30,40,29
10,4,6,14,0,0,0,0
27,24,43,24,0,0,1,0
9,18,8,8,1,2,9,3
2,1,2,1,31,38,19,19
25,12,18,42,35,28,18,13
7,5,7,9,115,133,90,27
19,17,20,54,0,0,1,2
27,46,32,26,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22,28,28,7
39,41,59,87,1,0,0,1
15,14,23,10,0,0,0,0
80,70,60,114,5,4,4,1
1,1,0,1,0,0,0,0
30,20,27,8,0,0,0,0
9,7,18,41,20,13,25,32
6,14,12,25,24,21,30,26
2,2,10,7,31,29,43,35
0,0,0,0,46,42,44,17
22,34,25,9,3,0,2,0
0,2,1,2,6,6,7,6
2,7,3,0,7,8,3,4
14,11,19,12,19,18,13,3
1,0,0,0,35,26,27,20
0,0,0,0,1,2,1,2
7,10,7,0,64,63,69,52
18,25,16,64,14,8,14,15
19,21,17,23,12,12,11,1
0,0,0,0,20,21,26,22
95,99,65,66,0,1,0,2
18,14,12,1,28,41,25,46
12,10,4,9,0,0,0,0
9,10,10,9,5,1,1,8
15,13,13,1,1,0,4,3
36,41,47,4,16,17,14,10
1,2,1,0,5,8,9,8
0,0,0,0,3,1,0,1
9,19,3,24,27,35,18,20
2,0,1,1,61,64,84,30
14,3,10,4,26,35,39,7
18,17,21,5,0,1,0,0
5,1,4,7,26,26,29,22
52,58,93,7,15,16,19,2
89,82,56,63,1,2,1,1
1,3,0,2,0,0,0,0
25,30,31,7,4,4,1,4
16,18,12,15,26,21,44,55
15,19,16,13,14,13,23,16
0,1,0,0,17,18,23,33
35,34,30,8,7,13,7,11
0,0,0,0,5,3,1,7
8,7,5,13,15,22,24,33
0,0,0,0,5,5,14,13
24,26,22,29,19,18,26,4
4,9,9,17,8,1,3,0
28,22,34,31,33,32,41,17
13,8,8,1,1,4,4,4
2,0,1,1,4,9,1,2
11,9,20,22,19,11,9,54
8,7,8,7,0,0,0,0
57,46,49,45,1,5,1,4
0,0,0,0,22,11,20,7
15,12,11,3,1,1,2,1
0,1,0,0,0,0,0,0
2,7,7,2,48,42,25,20
