"sim1_repl1_before","sim1_repl1_after","sim1_repl2_before","sim1_repl2_after"
1985,3528,1853,1521
2728,2022,3493,5482
889,703,888,978
717,418,1002,792
217,341,243,289
2021,1852,2003,1353
1627,2057,1479,1149
1410,1245,2058,2843
2796,6055,3190,3117
1838,3652,2253,1659
2032,2113,2523,3703
2310,1710,2242,1605
1764,4802,2284,1605
2471,3163,3160,5484
1080,1995,1485,1468
1847,1520,1941,2396
1005,576,701,1438
1211,1121,1784,915
4407,4138,2949,4289
931,1198,1126,1612
3076,1738,3732,2492
2161,2472,4059,3173
1924,1534,3065,1174
1557,2017,2061,2712
1230,862,1414,1484
1892,1322,1931,2315
1312,2611,2199,761
2605,2055,2958,1574
161,133,241,376
524,354,585,673
1103,1520,1102,1036
3037,1701,3255,3939
1192,925,1622,2595
370,293,739,455
2030,940,2742,2412
2795,2143,3085,2329
2591,1455,2951,1302
1755,2850,2181,1687
789,1061,1223,781
616,734,773,686
781,317,1505,2623
1684,2061,2224,2432
2043,1977,2834,3479
1604,2990,1627,1636
2228,1573,3002,3461
1831,4480,1964,1482
1042,704,1751,2524
2338,694,2718,1546
566,517,599,232
1085,1247,1211,1357
3017,1610,4360,6937
855,1372,892,1170
3151,4310,4246,2890
1550,1881,1373,1390
1280,1265,1129,800
701,417,879,1359
660,987,895,568
819,698,1147,1684
1254,2373,1625,2609
645,525,1035,1327
2535,1979,3075,6325
1241,3082,1674,1537
2310,3046,2935,2866
1575,4111,1325,1188
1675,3419,2563,2100
1251,1285,1536,3676
2844,2048,3365,4654
1294,914,1632,2765
329,857,397,593
871,1793,893,999
1184,1105,971,1557
425,262,760,1055
555,502,972,1125
1115,1408,2046,593
1874,3239,2733,2435
2792,2543,3351,3188
1845,1729,2676,2155
867,327,831,1532
1192,1043,1342,984
3146,3183,3261,3309
1541,1307,1893,3109
2373,5034,2240,1796
1872,2127,2442,3272
1187,1359,1605,1080
1027,1479,1125,560
1095,1549,1066,870
468,919,710,1296
4131,7546,4375,10065
2052,2499,3512,2095
1571,2432,2111,1929
2000,2458,3153,2202
1586,1305,1952,2740
612,763,1015,2446
648,821,820,528
625,288,1181,967
772,577,949,881
1456,880,1414,1969
3689,5044,4922,4277
1035,862,1367,966
1788,1713,2253,3563
565,813,728,936
1200,1400,1699,1259
1195,1334,1401,703
823,1042,1355,496
2733,4369,3640,2652
1011,1795,1164,1858
1004,1199,1214,2399
547,1457,403,563
2051,2691,2291,3570
2507,1170,3023,2607
4670,2468,5612,6698
656,344,770,524
2515,3948,2582,1506
883,915,1235,2099
1956,2175,2852,2150
659,1139,1292,1589
1640,1404,1712,1057
1012,1243,1517,2316
2151,2656,2029,2024
554,524,718,1392
2286,2992,3055,3469
1766,1099,1709,708
2523,5206,2552,7283
812,722,876,1030
1519,1966,1461,2152
271,214,446,465
2268,4103,2928,1590
1797,3487,1783,2047
3521,5644,3350,7659
2576,3768,3126,1651
2713,2919,3697,2198
2713,1595,2829,1765
1738,1940,1967,1870
1697,1152,2139,974
1007,1582,1042,638
679,195,688,515
2587,1493,3027,3443
1251,2093,1401,1069
1302,806,1765,1646
327,252,700,344
763,1092,993,1388
700,1704,1056,1860
2053,1695,2556,1607
1675,1048,2169,3645
1150,2185,1470,870
1350,814,1788,1926
617,1533,698,816
1408,1814,1854,1709
537,325,865,1440
936,558,1146,790
1669,3954,1918,2758
678,596,787,1034
1823,3211,2057,1342
3322,3141,3683,3885
563,1083,524,524
4557,5786,5585,5203
1581,1284,2035,2533
1460,970,1440,1346
1131,1601,1542,883
1980,1637,2005,1963
1553,2530,1603,2234
1177,3316,1583,3904
1323,1091,1492,1115
540,411,333,248
863,887,981,392
1915,2313,1968,2550
2982,3324,3457,4891
1089,1353,1417,1656
2212,4012,3005,3636
225,264,616,516
474,199,1039,1795
663,1127,1268,1459
1318,689,1287,2496
561,760,661,372
3434,4677,4308,2863
2287,3664,2642,6103
1696,1625,2138,5380
954,1265,1414,710
1620,980,1725,1894
974,326,1541,1465
2244,2840,3104,1571
880,504,917,1160
3262,3045,3449,3576
5375,4716,7797,11196
1592,1423,2109,1225
3575,7662,4566,5499
2055,2874,2284,4760
4236,4669,5065,5660
1544,2012,2093,1616
2196,5947,2546,2755
3231,4141,3964,3587
1597,6167,1830,941
2475,2297,2911,2922
1799,4122,2159,1441
752,869,1074,943
941,1828,1424,1834
1354,2542,1576,1357
3347,2422,3950,1118
1577,700,1591,1363
766,421,985,788
802,1137,587,939
2924,2654,3374,3497
571,1048,1320,721
1483,1997,1731,1400
2854,3478,3466,5344
2645,2115,2595,3268
1325,2646,1389,761
4281,10380,5635,7455
3221,1101,3115,2073
4047,3850,4625,3457
1460,1444,1793,2794
1359,670,1589,768
2520,3129,3039,1904
2979,3335,3290,2571
1644,1201,2453,4020
746,1179,1034,1125
1666,2018,2169,3917
2848,5487,3494,2854
2714,2864,2825,3122
1032,1726,1428,2177
811,728,1098,1182
4308,2137,5209,5975
620,485,664,566
1692,643,2367,1522
3768,1304,4733,6485
431,594,496,414
2156,3966,2583,3919
860,816,1367,1797
2370,2816,2945,3700
1860,2660,1622,2601
791,1027,608,553
689,1085,755,616
2337,3147,2872,3355
1515,548,1893,2713
1661,3091,1583,1810
303,389,302,212
1088,1535,1228,1250
704,780,628,451
1015,569,819,958
1618,1710,2061,4059
6193,8674,7610,13634
651,347,702,591
1970,3053,1962,2591
2111,926,2375,3529
203,100,227,182
1858,2179,2419,1974
1054,2479,1023,494
1877,1154,2664,1109
906,619,744,428
480,296,482,668
1532,1778,1882,1399
656,685,467,400
540,319,863,953
1218,2195,1842,2445
1701,1581,1718,1534
1668,640,1901,2807
2617,3552,3045,1889
1451,2017,2035,453
334,201,244,103
933,799,1181,2064
784,723,850,606
2726,2403,3126,4458
2636,3589,2689,1304
2491,1995,3030,3184
610,1182,430,342
1955,1888,2142,3543
1683,3396,1832,858
1805,2600,2425,1728
1992,1858,1958,4660
1165,1013,1490,1614
1132,1427,1278,2713
539,958,824,687
887,883,819,1031
3785,5257,3923,5327
1441,1433,1702,1696
695,1120,757,197
1119,988,1583,1153
1956,2524,2043,1712
1757,2316,2213,4409
631,704,637,555
715,932,603,1240
1174,934,1669,1988
3178,3740,3487,4427
300,172,502,234
3177,4807,3641,7086
1490,2046,1724,2113
742,1636,1021,1432
1507,1399,1783,3470
1612,836,2107,3051
1445,1026,1475,1481
1639,2361,1976,3959
1471,2269,2449,1506
2090,1935,2680,3023
1291,890,1305,1560
941,723,721,667
1035,1592,1137,852
2012,2852,2309,2274
2008,783,1959,3397
2131,3171,3228,2788
2116,1839,2458,3706
695,711,704,1011
3218,5484,3656,3573
809,590,880,484
1988,3606,1680,1251
556,1143,807,815
310,189,328,362
2451,2689,3152,4074
1285,1932,1521,1601
1597,1413,1998,2908
3060,4318,3926,5304
1468,1170,1477,341
1077,1008,835,672
607,910,1113,719
1539,2021,1720,2287
1578,910,1431,2222
782,953,278,353
2872,1982,3054,1646
3939,5941,4734,1137
1042,878,1479,2342
1134,1134,1258,1883
1096,762,1214,1868
4358,3653,4859,4631
1622,3190,1851,1069
1791,3800,2203,1447
216,329,447,765
1794,1021,2395,1287
2208,1467,2828,3249
2182,3920,2581,998
944,968,1006,1172
1019,1285,1816,3226
642,97,815,526
2185,2210,2359,2794
438,760,833,846
5624,3945,6370,6058
437,1033,593,467
3367,2802,3804,4472
2544,3127,3832,6535
2469,1240,2908,1506
2867,4506,3702,4669
700,1111,774,665
1050,848,1315,2429
2663,3658,2871,3423
4880,6929,4253,5066
2137,3016,2100,2285
2323,4277,2597,4889
5017,5545,5876,10872
1561,2777,1434,2719
3354,6434,4718,5118
349,413,574,846
2856,3408,4003,2231
1550,1236,2758,2503
1227,4751,1358,879
1126,2501,785,732
691,1546,1003,627
820,709,969,1312
2381,2657,2570,1292
1329,1156,1237,1235
3155,2819,4265,4274
1516,2645,1554,1604
427,858,417,237
2292,2925,3138,2277
548,1329,737,1008
456,834,551,413
3079,2980,4018,6091
276,319,548,702
2787,4949,2958,4646
258,399,274,371
1090,2038,1426,1452
607,951,938,1311
1523,2402,2122,3391
2724,4652,2716,2296
953,1854,1215,683
627,535,965,1854
1278,533,1305,1798
1228,2182,1361,1488
506,557,851,364
388,309,847,698
1178,305,1659,1441
1968,3449,2546,2112
988,731,1451,2421
2236,2382,2319,5321
974,692,1189,1756
1513,2900,2278,2533
997,2993,1330,805
2918,2695,3722,3417
1042,989,986,1275
1409,1553,1949,2016
709,244,907,806
747,733,719,421
2537,2009,2399,2594
1575,1246,2517,1775
1597,2209,1680,2348
4513,1174,4937,4257
1483,1372,2206,4187
530,257,414,685
617,821,605,1010
1839,3514,2208,1659
2134,1316,2806,1804
218,116,195,316
2235,1884,2726,4865
1752,2077,2527,3695
2819,5262,3112,3720
1205,1407,1320,2237
964,916,1270,1302
2134,1064,2113,2022
1564,2808,2249,3781
1284,901,1488,2576
2661,2675,3526,2120
1189,1328,1607,1700
2130,2547,2830,6932
717,456,955,946
2120,1947,2635,2429
2484,3267,2925,3119
1284,913,2103,2724
2047,3760,2911,3955
695,952,839,1950
1287,2390,1036,926
2006,705,2756,2309
2207,5130,2617,1950
3088,3941,4721,8449
2958,2943,3634,1895
835,1158,943,1085
659,523,843,1056
656,2342,895,1167
1211,1311,1851,1988
6105,6577,7936,3622
2108,2898,2929,3440
5000,10884,5888,4554
528,421,736,930
804,951,801,2184
2317,2160,2838,2473
922,1150,1426,2856
1968,1316,2166,3356
1588,3600,2341,2744
1231,1095,1422,946
2049,2978,3448,4077
835,1670,1044,882
3998,4372,4995,6679
2250,2531,2242,580
174,337,253,252
2301,3373,3425,3336
2092,2912,2344,1914
1151,562,1202,1177
1798,4393,1759,1685
1227,1875,1440,1068
1995,4071,2236,2533
1876,1094,2441,4219
2604,3924,4187,3778
351,501,649,1334
901,1838,897,1406
935,1596,1299,803
3153,5535,3728,1149
550,363,484,533
2725,6372,3490,2620
602,466,811,1173
2932,2130,3861,7854
386,663,642,982
534,1006,605,1861
1311,1454,1293,1444
1451,3066,1355,2371
1503,869,2132,2289
2311,3149,2664,2389
452,1344,713,940
772,1310,932,1125
1588,3095,2116,4320
1698,1254,1952,3983
1137,1453,1059,992
1491,2046,1481,1239
1082,923,1259,1200
3274,3323,3736,3097
1096,950,1711,673
2403,2278,2719,3019
1609,921,1661,1060
957,2003,1998,1173
1163,1862,1011,2279
870,1147,1072,932
2159,5458,2519,4572
1915,3318,2480,4638
1138,1048,1368,1269
1579,1493,1122,579
1428,803,1817,2574
366,638,595,234
1784,2014,2288,988
1770,1578,1445,1057
1655,1700,2193,3210
2264,2959,2585,2580
954,1598,1339,1062
3355,1106,3853,2309
2591,10595,3035,2938
1204,1502,1468,2217
2465,2547,2466,1364
2526,1861,3185,1410
3016,3554,5143,5121
1369,1741,1699,1221
1024,411,1541,735
359,414,789,367
630,1762,873,1208
1395,2866,1602,1750
1461,1696,1917,1989
3476,3616,3704,4651
1105,2344,1490,903
1187,2213,1452,1377
1549,746,1435,2922
2064,1987,2118,3231
2383,4158,3421,3919
568,737,599,590
1283,1495,1455,1166
3449,2636,4241,4041
2851,1928,2856,1435
1508,1296,1542,3162
730,823,783,622
1282,1582,1005,1766
1493,1686,2113,1747
1728,1973,1869,2157
774,468,712,556
2155,1258,2305,2716
3707,3460,4483,5662
1993,2282,2495,2860
2133,1841,2462,2756
2255,4353,2809,1721
1555,1253,2050,1894
2190,5336,2381,1395
2241,1685,3066,3990
341,477,410,427
767,689,1131,2136
744,1529,703,823
1718,3636,2045,2442
2078,908,2727,6117
2576,4409,3040,1767
1643,2357,1846,2009
300,386,287,106
1576,2738,2033,1893
1420,1307,1047,539
5333,14072,5555,4260
4166,3778,3099,867
157,301,402,326
808,1335,674,720
1215,1105,1628,1748
112,145,68,50
1438,2407,1439,1247
207,331,383,378
1265,1006,2309,950
2131,1941,2156,2599
1510,1975,2049,2771
2907,6901,3603,4164
1906,738,2138,1983
2165,1424,2441,2809
2035,4079,2158,1733
445,596,699,611
2601,3243,3153,3292
2810,3951,1780,4181
2170,864,2244,1986
353,125,427,1313
3019,3728,3159,4796
910,1917,1116,1523
3325,3329,4501,9893
1154,1852,1733,2412
76,86,123,446
464,571,972,718
620,566,1200,1710
1433,3559,2008,1844
1244,1581,2282,1952
2410,2987,2888,3515
650,429,813,625
805,632,693,530
1077,750,1690,535
613,903,1479,2408
2540,4449,2619,2552
1859,2659,2759,1911
724,1564,763,1360
936,1187,884,604
1762,1205,1590,1711
371,481,626,701
2440,2865,3506,4831
707,290,763,1043
346,565,496,642
1537,2598,1640,1367
1844,2026,2154,2435
1785,2747,2195,3787
3841,4658,5330,4822
1807,6267,1600,1030
1042,1588,1127,1203
2464,2796,2509,4431
826,1074,906,1235
2194,2192,2416,2268
1516,1526,2359,2801
3009,6287,3145,4061
1361,637,1954,2124
1301,1080,1370,2044
1450,1920,1658,1617
3619,3123,5193,3370
312,78,567,477
611,142,795,675
1583,805,1606,475
958,567,1383,3277
2685,3111,3165,2437
1319,1205,1079,1555
806,1096,1059,1223
2157,1594,2781,2463
880,1579,795,868
1304,1260,1143,2111
524,634,914,538
1807,1730,1789,1052
2475,2258,2207,2248
2089,2134,2736,2856
904,1589,1129,829
2112,1652,2111,3429
2301,1702,3092,2699
684,835,936,1023
388,664,491,630
2963,1955,3023,2041
1622,1041,2202,3623
2050,3177,2821,2174
2104,1614,2309,2927
1193,2274,1487,1680
2116,2936,2714,2644
1214,1062,1708,1238
1979,2242,2968,2280
1336,1487,1769,3859
2067,1631,2412,2516
2772,5379,2723,5737
2974,3470,3745,5129
2044,1242,1813,1430
3671,7661,4215,4503
1191,953,1749,1877
898,725,1107,1176
2167,2481,2323,2998
1610,977,2284,1355
1410,3134,1306,1342
1176,1816,1392,952
1167,2310,1678,987
1668,2092,2028,2342
1054,674,1869,2841
1097,1249,1266,1490
2400,3881,2645,2857
2755,3674,3483,3095
2272,3312,2168,1375
3826,6360,1299,705
1620,843,2000,3583
542,564,468,490
2265,2475,2260,4229
628,486,472,164
350,423,298,183
2113,2415,2009,2026
498,687,675,452
1842,2736,2298,2689
671,592,857,1296
3955,1837,4423,7735
590,2292,605,777
607,277,552,626
1308,829,1494,826
2462,456,3307,3338
811,903,830,725
492,830,1138,1191
1318,1747,1530,516
1389,2445,1710,1702
1343,1655,1162,1298
1112,950,1178,647
3330,3467,3930,4647
1847,1753,1955,2903
1280,709,1395,719
2627,3369,2849,1278
2372,5356,3255,2987
2870,1582,3897,8549
2566,3230,3105,2158
1534,1901,1788,1864
3764,4293,3788,2959
1642,1383,2266,1584
513,266,619,835
917,3216,1318,614
1424,2065,1652,1969
574,637,736,206
5346,8474,6860,7892
1961,3253,2418,1281
1253,785,1831,2519
837,1079,820,1129
988,458,892,2026
579,1503,882,524
2068,2776,2487,1844
824,1184,882,1456
1824,1584,1688,1576
1338,1891,2144,1549
1140,1415,1289,872
3114,3790,3366,2524
983,1023,977,1062
1217,846,1829,514
3502,3100,4020,7191
616,840,554,482
3055,2536,3543,3078
565,422,576,1053
1156,2237,1826,2080
376,1073,364,466
497,789,768,697
1367,2517,1548,3191
2037,1932,2331,2601
2339,2064,2915,3777
874,679,831,919
2292,2821,2890,2976
1759,1930,2200,1935
2281,1820,2959,1686
869,396,1414,673
1447,1803,1439,1409
1239,2900,1570,1669
1440,1312,2049,895
1477,2756,1753,1923
2059,1775,2414,2351
1720,1952,2610,1181
1576,2285,1949,4272
3139,3057,4885,7415
465,553,575,1216
1370,543,1806,2768
1509,589,1771,1818
1476,1633,1950,969
679,725,1142,929
1721,2852,2418,1489
1636,1457,2025,847
1372,1646,1977,1306
3771,4147,4135,6043
1063,1472,1075,947
530,1083,789,1161
1121,1552,2053,2447
1328,2454,1999,1776
1202,1319,1823,3575
2061,1369,2517,2517
3049,5849,3627,4982
2083,1175,3024,3090
148,68,285,248
2090,1520,2546,2402
298,253,542,614
1197,834,1492,2679
1352,2200,1832,1618
2036,1904,2717,2216
781,1409,857,1389
170,116,240,187
532,282,384,720
1223,2432,1299,2883
1669,1000,2192,2059
650,618,1390,2090
374,298,807,489
972,706,1043,1707
1882,2002,2113,1392
1272,1430,1423,1843
9038,22429,8417,4343
1574,1691,1906,809
1732,1015,2747,4307
818,810,858,1255
1541,2071,1734,1073
3337,6901,4568,4967
703,1842,696,1145
1314,2191,1434,1330
497,478,1026,376
2875,2614,3957,5806
788,901,655,728
2905,3748,2993,3615
1502,1530,1817,3085
2049,3895,2473,1775
722,819,1395,2437
953,1056,1259,1185
4647,5919,6389,11492
2759,2891,3494,2568
1773,1570,2504,2907
1354,2835,1988,2997
644,594,739,767
1141,843,969,1000
1726,1091,2874,8704
1823,4100,2238,2764
3163,2857,4173,3480
1915,4127,1980,2440
767,1275,1015,327
2252,2279,2306,2288
2327,3865,1907,1203
1939,2037,2536,3500
1450,976,2025,1931
1917,1518,2290,1597
1724,3171,2422,2709
1345,690,1702,1115
725,1768,911,1263
1222,1936,1567,920
1684,3268,1555,1636
3252,3916,4109,2498
1057,1544,1997,1558
2544,3825,2972,1703
961,922,1590,2144
1325,1306,2086,2050
860,735,887,983
5359,9172,5779,8379
2863,3786,2326,3084
2220,2572,2549,1140
997,1308,1068,868
1810,3498,1932,2412
931,1299,994,1422
2193,2643,2273,1557
906,2538,1206,1161
3899,5628,4334,4508
568,345,727,1060
1614,947,2233,4219
1484,2021,1897,2854
2545,625,2907,1287
3228,5292,4084,3115
329,445,411,135
2850,1259,2627,3704
2239,1853,3142,5628
537,666,851,749
1285,1119,1392,845
143,184,595,795
2884,6300,3834,5675
964,1351,1521,1571
1366,1471,1609,1782
225,216,656,600
822,1714,1146,1197
836,1987,781,1241
1633,645,1867,1183
2748,1776,4093,1078
1276,1595,1923,2171
3857,2328,3598,1727
2051,2825,2844,2026
234,246,416,226
1228,2386,1084,963
2259,2515,2207,2083
580,142,913,889
1668,1589,2339,4183
227,165,506,629
2245,4892,3246,3336
2679,4693,3649,2161
990,1156,1087,1871
1467,1956,1832,1272
1221,1333,1728,2447
673,594,474,286
989,3517,1295,1249
1394,1203,1857,2762
976,2145,1049,907
603,1057,1044,2263
2285,2831,2769,1717
840,1040,1496,3361
550,604,814,267
2178,5418,2851,2288
4644,3770,4596,4780
456,426,1000,690
3227,5503,4701,2239
782,592,1064,697
4677,3695,5644,6441
1425,3351,1860,3436
678,726,850,666
2967,1657,3873,5684
4040,4170,4946,5499
1868,1596,2085,2721
1573,2269,2363,3589
657,591,860,919
597,772,701,366
743,1494,870,1446
1202,2552,1890,4366
1747,2639,1533,2272
2669,3026,3458,6526
3974,6945,3984,5971
1308,756,1420,1079
2069,1703,3011,2919
371,528,408,342
1078,978,1250,1982
899,753,1006,764
239,302,503,320
1870,1127,1778,839
422,653,689,428
2344,6643,2720,2705
3838,7943,5346,6603
1165,1526,1345,1281
1927,3037,2184,3903
2619,6429,3498,3464
532,333,674,859
2529,2609,3070,2067
1208,1449,1429,1048
1350,1316,1602,1263
797,1139,824,656
830,1096,1207,1763
1837,1142,2292,3713
2103,2116,2209,1912
1756,2081,1787,2767
973,1341,1206,835
1297,458,1249,2122
413,550,415,371
1704,1349,1843,1151
1030,1452,973,1388
2218,2634,2333,3061
893,1857,1108,1872
3430,2729,4188,6208
769,718,1032,1098
1056,1571,1413,1042
649,1279,639,562
2481,3011,2524,2378
392,949,514,526
791,988,1471,1830
1689,1535,2264,1747
2666,4610,3242,2939
3340,5067,3810,5640
2458,1591,2872,3288
2281,3598,2720,3184
3902,4943,4860,7459
4207,2764,5919,11956
2522,2835,3181,5112
2436,1251,2584,2386
2044,3195,2915,2040
2570,2250,2670,2260
576,397,591,541
3165,10477,3692,4769
651,919,716,563
925,755,1307,1402
1810,1066,1972,1890
670,1557,1052,1029
679,518,931,1757
3642,6759,4150,6724
1308,2299,1232,1012
1820,2044,2606,3109
1287,1208,2307,1343
701,1238,668,482
1609,757,2624,2747
1330,2217,1821,1408
2911,3149,3590,4794
1088,645,1298,1196
1853,3512,1971,1418
1298,1066,1720,1624
3745,3297,4212,6927
3961,6679,6312,3461
1788,2507,2186,1516
1503,1004,2037,1627
2238,1634,2969,7498
1395,2203,1632,1937
804,1221,806,596
770,105,968,680
1473,2097,2235,2968
1171,719,1345,1267
854,601,936,989
942,1237,1530,1577
1355,934,1673,2965
860,928,841,1456
602,748,282,257
292,449,327,290
1175,976,1086,731
1014,1542,1497,1808
2045,3874,2396,2721
815,1365,1346,1496
3544,3552,4397,4719
3624,4554,4129,3437
606,1068,682,785
2426,2701,2214,2671
2348,1580,3648,3389
2832,4562,3613,4486
1180,1796,1595,893
1440,1613,2230,3879
1504,2106,1662,2514
2919,2247,3844,2895
5080,10978,6261,7542
1780,2948,2035,1417
504,1134,857,766
1047,1888,1355,1876
1791,2535,2014,2675
802,707,779,1141
1863,1540,2070,3128
4652,6728,5525,3287
2245,1281,3234,2614
2081,2020,2526,2918
1931,1733,2744,2118
252,278,233,813
658,1280,944,313
337,315,404,182
489,445,504,675
595,1394,766,1313
1108,1790,1284,721
1749,1638,2186,2249
2293,1581,2016,575
733,391,1080,1041
2056,2005,2794,4244
2248,2823,3083,3129
2110,5154,2851,2384
1473,927,1849,2133
474,694,591,908
815,408,652,869
1088,479,1455,2424
914,864,950,1293
2295,2296,2506,3729
2035,3348,2408,2565
1400,1521,1941,4229
484,702,663,524
3836,1637,4385,5693
1423,888,1448,1129
943,1658,1080,1219
3184,3397,3789,4621
934,964,1410,1242
2128,2959,2488,3609
524,391,787,1126
1079,1963,1933,3885
1442,3077,1571,2188
378,764,470,756
1933,1404,2340,2151
660,669,793,786
905,1221,1212,641
444,350,745,458
2081,1771,3302,5921
1666,1104,2353,3155
1442,1200,1695,1828
1549,1325,2323,3112
233,126,179,161
2067,4474,3120,5042
1185,889,1555,1910
979,826,1723,437
728,1254,1260,3322
584,852,698,1424
369,298,621,422
1337,1285,1750,1276
975,2248,1108,1169
2459,2286,3105,2622
671,1636,927,695
2317,2851,2440,933
887,597,981,873
1527,1086,2090,2626
1406,1098,1135,1159
657,993,796,986
2501,2414,2237,3421
641,986,828,993
1210,1372,1486,1924
2016,1274,2209,2590
1622,1376,2375,2801
797,520,958,1183
2096,3531,2365,4280
1214,1086,1693,2900
450,845,343,762
836,1190,1201,3329
843,852,1307,734
1061,984,1357,494
1235,2241,2043,3124
2983,4519,3190,2761
432,821,783,473
3199,3920,3072,4534
2368,1999,2855,3358
1087,1660,1928,4301
2253,1204,2483,2553
781,977,1097,772
2131,2986,2250,2972
480,458,478,253
2115,1208,2583,1233
2514,3427,2946,4879
3750,1790,3473,3899
1947,5006,2516,5790
2160,3287,3035,6427
928,1185,1879,5614
2420,1975,1904,1796
4848,5028,4803,2753
1226,1869,1363,2056
981,637,1188,482
3421,4171,3349,3018
1356,2058,1743,2040
1597,2190,1975,973
828,1276,621,980
1161,874,1357,688
497,417,306,254
563,709,997,1583
3075,4278,4126,5703
992,899,857,880
2288,2081,2221,2811
2797,2157,4092,2700
953,935,1400,703
736,747,673,684
820,779,1067,2109
590,340,440,675
1691,1345,2110,1388
1796,1897,2004,345
1495,1724,1274,1302
1115,2697,740,399
387,913,539,455
1595,1806,1889,2521
498,558,734,466
804,423,998,296
798,629,1079,1138
1148,920,1582,2126
1399,575,1904,2900
1006,412,1425,1999
820,1124,1098,700
2208,3218,3004,3220
1178,219,1533,1287
242,258,142,296
841,544,722,811
3917,4487,5234,7928
2814,1460,3147,2211
2173,2304,2970,7247
1457,2850,2047,3538
1488,2000,1631,2102
1214,1256,1807,2077
1529,1472,975,750
1696,425,1561,2142
249,465,344,469
986,1353,1041,593
1339,1435,1187,1233
1281,534,1417,1884
1185,847,862,883
563,616,992,697
3261,7003,3503,4001
112,228,375,272
732,1660,1456,2043
142,202,157,140
1788,2903,2605,4397
1808,3302,2250,2020
3194,2035,3456,2905
915,1286,1432,1968
1930,3701,2607,2688
